company_name	{'main_url': 'main_url', 'twitter_url': 'twitter_url', 'angellist_url': 'angellist_url', 'crunchbase_url': 'crunchbase_url', 'linkedin_url': 'linkedin_url', 'facebook_url': 'facebook_url'}	
Hello Divorce	{'main_url': ' https://hellodivorce.com/', 'twitter_url': ' https://twitter.com/hellodivorce?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'angellist_url': ' https://angel.co/company/hello-divorce', 'crunchbase_url': ' https://www.crunchbase.com/organization/partways', 'linkedin_url': ' https://www.linkedin.com/company/hello-divorce', 'facebook_url': ' https://www.facebook.com/hellodivorce/'}	{'paperwork': 1, 'fundraising': 0, 'estate': 0, 'media': 3, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 1, 'budgeting': 0, 'analytics': 4, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 1, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
HLP Integration	{'main_url': ' https://hlpintegration.com/', 'twitter_url': ' https://twitter.com/hlpintegration?lang=en', 'angellist_url': ' https://hlpintegration.com/', 'crunchbase_url': ' https://www.crunchbase.com/organization/hlp-integration', 'linkedin_url': ' https://www.linkedin.com/company/hlp-integration', 'facebook_url': ' https://www.facebook.com/hlpintegration/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 1, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 1, 'software': 0, 'budgeting': 0, 'analytics': 0, 'security': 0, 'blockchain': 0, 'litigation': 3, 'information': 2, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 1, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
ImmiGo	{'main_url': ' https://www.immigoseat.com/', 'twitter_url': ' https://twitter.com/imminet?lang=en', 'angellist_url': ' https://angel.co/company/immigo', 'crunchbase_url': ' https://www.crunchbase.com/organization/lifeimage', 'linkedin_url': ' https://zw.linkedin.com/company/askellis?trk=recent-update_see-all', 'facebook_url': ' https://www.facebook.com/imminet/posts/exciting-news-you-can-finally-buy-the-immi-go-hybrid-car-seat-online-httpimmigos/864239416928508/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 1, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 0, 'budgeting': 0, 'analytics': 2, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Integreon	{'main_url': ' https://www.integreon.com/', 'twitter_url': ' https://twitter.com/Integreon?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'angellist_url': ' https://angel.co/company/integreon-managed-solution', 'crunchbase_url': ' https://www.crunchbase.com/organization/integreon', 'linkedin_url': ' https://www.linkedin.com/company/integreon', 'facebook_url': ' https://www.facebook.com/Integreon/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 1, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 0, 'budgeting': 0, 'analytics': 2, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 2, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 1, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Intensity Analytics	{'main_url': ' https://intensityanalytics.com/', 'twitter_url': ' https://twitter.com/tickstream', 'angellist_url': ' https://angel.co/company/intensity-analytics', 'crunchbase_url': ' https://www.crunchbase.com/organization/intensity-analytics', 'linkedin_url': ' https://www.linkedin.com/company/intensity-analytics', 'facebook_url': ' https://www.facebook.com/intensityanalytics/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 0, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 0, 'budgeting': 0, 'analytics': 3, 'security': 1, 'blockchain': 0, 'litigation': 0, 'information': 5, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
InterActive Legal	{'main_url': ' https://interactivelegal.com/', 'twitter_url': ' https://twitter.com/interactivlegal?lang=en', 'angellist_url': ' https://angel.co/legal-tech-1', 'crunchbase_url': ' https://www.crunchbase.com/organization/interactive-legal', 'linkedin_url': ' https://www.linkedin.com/company/interactive-legal', 'facebook_url': ' https://www.facebook.com/interactivelegal/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 5, 'media': 0, 'consulting': 0, 'learning': 1, 'intelligence': 0, 'patent': 0, 'software': 3, 'budgeting': 0, 'analytics': 1, 'security': 1, 'blockchain': 0, 'litigation': 0, 'information': 4, 'trusts': 1, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 3, 'financials': 0, 'e-signature': 0}
Jurbid	{'main_url': ' http://www.jurbid.com/', 'twitter_url': ' https://twitter.com/jurbidlaw?lang=en', 'angellist_url': ' http://www.americanbarfoundation.org/uploads/cms/documents/report_us_digital_legal_tech_for_nonlawyers.pdf', 'crunchbase_url': ' https://www.crunchbase.com/organization/jurbid', 'linkedin_url': ' https://www.linkedin.com/company/jurbid', 'facebook_url': ' https://www.facebook.com/JurbidLaw/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 2, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 0, 'budgeting': 0, 'analytics': 2, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 2, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Jurilytics	{'main_url': ' https://pitchbook.com/profiles/company/119896-03', 'twitter_url': ' https://twitter.com/jurilytics?lang=en', 'angellist_url': ' https://law.stanford.edu/blog/?tax_and_terms=3149&page=1&related_organization=4148', 'crunchbase_url': ' https://rpubs.com/DanielSLee/legalanalyticsstartups', 'linkedin_url': ' https://co.linkedin.com/company/jurilytics', 'facebook_url': ' https://www.facebook.com/jurilytics/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 0, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 0, 'budgeting': 0, 'analytics': 0, 'security': 0, 'blockchain': 0, 'litigation': 1, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Lawgical	{'main_url': ' https://www.lawgical.com/', 'twitter_url': ' https://twitter.com/lawgical?lang=en', 'angellist_url': ' https://angel.co/company/lawgical-india', 'crunchbase_url': ' https://www.crunchbase.com/organization/lawgical', 'linkedin_url': ' https://www.linkedin.com/company/lawgical', 'facebook_url': ' https://www.facebook.com/lawgical/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 1, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 2, 'budgeting': 0, 'analytics': 0, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Lawlytics	{'main_url': ' https://www.lawlytics.com/', 'twitter_url': ' https://twitter.com/LawLytics?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'angellist_url': ' https://angel.co/company/rmd-law/jobs', 'crunchbase_url': ' https://www.crunchbase.com/organization/lawlytics', 'linkedin_url': ' https://www.linkedin.com/company/lawlytics', 'facebook_url': ' https://www.facebook.com/LawLytics/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 3, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 1, 'budgeting': 0, 'analytics': 2, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 1, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
LawRevu	{'main_url': ' https://www.crunchbase.com/organization/lawrevu-inc', 'twitter_url': ' https://twitter.com/lawrevu?lang=en', 'angellist_url': ' https://angel.co/company/lawrevu', 'crunchbase_url': ' https://www.crunchbase.com/organization/lawrevu-inc', 'linkedin_url': ' https://gt.linkedin.com/company/lawrevu-inc-', 'facebook_url': ' https://www.facebook.com/pages/LawRevu-Inc/1149761998372307'}	403
Legably	{'main_url': ' https://www.legably.com/', 'twitter_url': ' https://twitter.com/legably?lang=en', 'angellist_url': ' https://angel.co/company/legably-1', 'crunchbase_url': ' https://www.crunchbase.com/organization/legably', 'linkedin_url': ' https://www.linkedin.com/company/legably', 'facebook_url': ' https://www.facebook.com/Legably/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 0, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 1, 'budgeting': 0, 'analytics': 0, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 1, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Legal Analytics Corporation	{'main_url': ' https://lexmachina.com/company/', 'twitter_url': ' https://help.twitter.com/en/rules-and-policies/twitter-legal-faqs', 'angellist_url': ' https://angel.co/legal', 'crunchbase_url': ' https://www.crunchbase.com/organization/advanced-legal-analytics-ala', 'linkedin_url': ' https://www.linkedin.com/company/lex-machina', 'facebook_url': ' https://www.facebook.com/policy.php'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 2, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 1, 'software': 0, 'budgeting': 0, 'analytics': 1, 'security': 0, 'blockchain': 0, 'litigation': 4, 'information': 1, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Legal Document Server	{'main_url': ' https://www.legaldocumentserver.com/', 'twitter_url': ' https://help.twitter.com/en/rules-and-policies/twitter-legal-faqs', 'angellist_url': ' https://angel.co/company/legaldocs-2/jobs', 'crunchbase_url': ' https://www.crunchbase.com/organization/legal-document-server-inc', 'linkedin_url': ' https://www.linkedin.com/company/legal-document-server-inc-', 'facebook_url': ' https://www.facebook.com/LegalDocumentServer/'}	406
Legal Publish	{'main_url': ' http://www.legalpublish.com/', 'twitter_url': ' https://www.howtogeek.com/310158/are-other-people-allowed-to-use-my-tweets/', 'angellist_url': ' https://angel.co/company/new-media-legal-publishing-2', 'crunchbase_url': ' https://www.crunchbase.com/organization/new-media-legal-publishing', 'linkedin_url': ' https://www.linkedin.com/company/legal-publish-llc', 'facebook_url': ' https://abovethelaw.com/2016/10/stop-posting-that-facebook-privacy-notice-your-pseudo-legalese-means-nothing/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 2, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 0, 'budgeting': 0, 'analytics': 1, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Legal Shield	{'main_url': ' https://www.legalshield.com/', 'twitter_url': ' https://twitter.com/legalshield?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'angellist_url': ' https://angel.co/company/legal-shield', 'crunchbase_url': ' https://www.crunchbase.com/organization/legalshield', 'linkedin_url': ' https://www.linkedin.com/company/legalshieldofficial', 'facebook_url': ' https://www.facebook.com/LegalShield/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 1, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 0, 'budgeting': 0, 'analytics': 0, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Legalinc	{'main_url': ' https://legalinc.com/', 'twitter_url': ' https://twitter.com/LegalincCS?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'angellist_url': ' https://legalinc.com/', 'crunchbase_url': ' https://www.crunchbase.com/organization/legal-inc', 'linkedin_url': ' https://www.linkedin.com/company/legalinc', 'facebook_url': ' https://www.facebook.com/legalinc/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 1, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 1, 'budgeting': 0, 'analytics': 0, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
LexRoll.com	{'main_url': ' https://lexroll.com/', 'twitter_url': ' https://twitter.com/lexrollc', 'angellist_url': ' https://www.peekyou.com/jacqueline_dedell', 'crunchbase_url': ' https://www.seoblog.com/remove-legal-case-google/', 'linkedin_url': ' https://lawyers.lexroll.com/directory/listing/thomason-maples-allsup-clay-thomason/related?view=list&category=0&zoom=15&is_mile=0&directory_radius=0&sort=random&p=7', 'facebook_url': ' https://www.facebook.com/public/Lex-Roll'}	406
LexSource	{'main_url': ' https://lexsource.com/', 'twitter_url': ' https://lexsource.com/', 'angellist_url': '0', 'crunchbase_url': ' http://compgroups.net/comp.unix.aix/aix-4.3.3-in-vmware/1248998', 'linkedin_url': ' https://www.linkedin.com/company/lexsource-llc', 'facebook_url': ' https://www.facebook.com/public/Lex-Source'}	406
Mark43	{'main_url': ' https://www.mark43.com/', 'twitter_url': ' https://twitter.com/mark43?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'angellist_url': ' https://angel.co/company/mark43', 'crunchbase_url': ' https://www.crunchbase.com/organization/mark43', 'linkedin_url': ' https://www.linkedin.com/company/mark43', 'facebook_url': ' https://www.facebook.com/mark43software/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 0, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 4, 'budgeting': 0, 'analytics': 2, 'security': 1, 'blockchain': 0, 'litigation': 0, 'information': 1, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 2, 'education': 0, 'financials': 0, 'e-signature': 0}
Mastly	{'main_url': ' https://angel.co/company/mastly', 'twitter_url': ' https://twitter.com/mostlycorrectgy?lang=en', 'angellist_url': ' https://angel.co/company/mastly', 'crunchbase_url': ' https://www.crunchbase.com/organization/mostly-ai', 'linkedin_url': ' https://www.linkedin.com/company/mostlyai', 'facebook_url': ' https://www.facebook.com/mostlykosher/'}	403
MetaJure	{'main_url': ' https://metajure.com/', 'twitter_url': ' https://twitter.com/metajure_inc?lang=en', 'angellist_url': ' https://angel.co/company/metajure', 'crunchbase_url': ' https://www.crunchbase.com/organization/metajure', 'linkedin_url': ' https://www.linkedin.com/company/metajure-inc-', 'facebook_url': ' https://www.facebook.com/pages/category/Internet-Company/MetaJure-Inc-192570250843898/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 6, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 1, 'budgeting': 0, 'analytics': 1, 'security': 1, 'blockchain': 0, 'litigation': 0, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Metaspike	{'main_url': ' https://www.metaspike.com/', 'twitter_url': ' https://twitter.com/metaspikehq?lang=en', 'angellist_url': ' http://ec2-18-136-1-48.ap-southeast-1.compute.amazonaws.com/legalscape', 'crunchbase_url': ' https://www.crunchbase.com/organization/metaspike-inc', 'linkedin_url': ' https://www.linkedin.com/company/metaspike', 'facebook_url': ' https://www.facebook.com/metaspike/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 2, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 1, 'budgeting': 0, 'analytics': 1, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Montage	{'main_url': '0', 'twitter_url': ' https://twitter.com/montagehotels?lang=en', 'angellist_url': ' https://angel.co/company/montage_', 'crunchbase_url': ' https://www.crunchbase.com/organization/montage-talent', 'linkedin_url': ' https://www.linkedin.com/company/montage', 'facebook_url': ' https://www.facebook.com/MontageLagunaBeach/'}	
Name Warden	{'main_url': ' https://www.namewarden.com/', 'twitter_url': ' https://twitter.com/namewarden?lang=en', 'angellist_url': ' https://www.ancestry.com/name-origin?surname=warden', 'crunchbase_url': ' https://www.crunchbase.com/organization/warden', 'linkedin_url': ' https://www.linkedin.com/company/name-warden-llc', 'facebook_url': ' https://www.facebook.com/public/John-Warden'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 1, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 0, 'budgeting': 0, 'analytics': 1, 'security': 0, 'blockchain': 0, 'litigation': 0, 'information': 0, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
NetLaw	{'main_url': ' https://www.netlawinc.com/', 'twitter_url': ' https://twitter.com/netlawinc?lang=en', 'angellist_url': ' https://angel.co/company/netlaw', 'crunchbase_url': ' https://www.crunchbase.com/organization/netlaw', 'linkedin_url': ' https://www.linkedin.com/company/netlaw', 'facebook_url': ' https://www.facebook.com/netlawgroup/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 6, 'media': 3, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 1, 'budgeting': 0, 'analytics': 2, 'security': 1, 'blockchain': 0, 'litigation': 0, 'information': 1, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
NexLP	{'main_url': ' https://www.nexlp.com/', 'twitter_url': ' https://twitter.com/nexlp_inc?lang=en', 'angellist_url': ' https://angel.co/company/techstars/funding', 'crunchbase_url': ' https://www.crunchbase.com/organization/nexlp', 'linkedin_url': ' https://www.linkedin.com/company/nexlp', 'facebook_url': ' https://www.facebook.com/NexLPChicago/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 1, 'consulting': 0, 'learning': 3, 'intelligence': 1, 'patent': 0, 'software': 0, 'budgeting': 0, 'analytics': 7, 'security': 1, 'blockchain': 0, 'litigation': 0, 'information': 1, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
Page Vault	{'main_url': ' https://www.page-vault.com/', 'twitter_url': ' https://twitter.com/pagevault?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'angellist_url': ' https://angel.co/company/wevorce', 'crunchbase_url': ' https://www.crunchbase.com/organization/page-vault-inc', 'linkedin_url': ' https://www.linkedin.com/company/page-vault', 'facebook_url': ' https://www.page-vault.com/resources/how-to-save-print-facebook/'}	{'paperwork': 0, 'fundraising': 0, 'estate': 0, 'media': 2, 'consulting': 0, 'learning': 0, 'intelligence': 0, 'patent': 0, 'software': 5, 'budgeting': 0, 'analytics': 0, 'security': 0, 'blockchain': 0, 'litigation': 1, 'information': 1, 'trusts': 0, 'negotiation': 0, 'marketplace': 0, 'contracts': 0, 'insurance': 0, 'collaboration': 0, 'freelance': 0, 'enforcement': 0, 'education': 0, 'financials': 0, 'e-signature': 0}
